BULLET,MLCPPGS,BULLET,BULLET,0,0,0.004,0.00504533,,12.9684
BULLET,MLCPDANTZIG,BULLET,BULLET,1,0,0.004,0.000101921,,21.7053
BULLET,MLCPDANTZIG,BULLET,BULLET,0,0,0.004,0.00543133,,17.1182
ODE,STANDARD,ODE,ODE,1,0,0.004,3.24526e-05,,4.86104
ODE,STANDARD,ODE,ODE,0,0,0.004,0.00570944,,5.93124
ODE,QUICK,ODE,ODE,1,0,0.004,3.27384e-05,,5.60224
ODE,QUICK,ODE,ODE,0,0,0.004,0.00570565,,5.69639
MUJOCO,PGS,MUJOCO,EULER,0,0,0.004,0.249634,,21.1127
MUJOCO,CG,MUJOCO,EULER,0,0,0.004,0.249636,,19.0113
MUJOCO,NEWTON,MUJOCO,EULER,0,0,0.004,0.249635,,56.873
RAI,RAI,RAI,RAI,1,0,0.01,0.00290012,,0.418174
RAI,RAI,RAI,RAI,0,0,0.01,0.0626604,,0.419471
BULLET,SEQUENCEIMPULSE,BULLET,BULLET,1,0,0.01,0.00144601,,1.78296
BULLET,SEQUENCEIMPULSE,BULLET,BULLET,0,0,0.01,0.0173091,,1.81456
BULLET,NNCG,BULLET,BULLET,1,0,0.01,0.00140944,,1.4552
BULLET,NNCG,BULLET,BULLET,0,0,0.01,0.0139833,,1.50014
BULLET,MLCPPGS,BULLET,BULLET,1,0,0.01,0.0014204,,4.36931
BULLET,MLCPPGS,BULLET,BULLET,0,0,0.01,0.0173207,,4.78618
BULLET,MLCPDANTZIG,BULLET,BULLET,1,0,0.01,0.00142494,,8.97759
BULLET,MLCPDANTZIG,BULLET,BULLET,0,0,0.01,0.0202645,,7.44719
ODE,STANDARD,ODE,ODE,1,0,0.01,0.00103445,,1.9535
ODE,STANDARD,ODE,ODE,0,0,0.01,0.0243998,,2.61966
ODE,QUICK,ODE,ODE,1,0,0.01,0.00103023,,2.28813
ODE,QUICK,ODE,ODE,0,0,0.01,0.0248166,,2.35666
MUJOCO,PGS,MUJOCO,EULER,0,0,0.01,0.622067,,9.70701
MUJOCO,CG,MUJOCO,EULER,0,0,0.01,0.622067,,10.1199
MUJOCO,NEWTON,MUJOCO,EULER,0,0,0.01,0.622066,,27.7035
RAI,RAI,RAI,RAI,1,0,0.04,0.112813,,0.171194
RAI,RAI,RAI,RAI,0,0,0.04,3.49626,,0.258376
BULLET,SEQUENCEIMPULSE,BULLET,BULLET,1,0,0.04,0.0863781,,0.582074
BULLET,SEQUENCEIMPULSE,BULLET,BULLET,0,0,0.04,1.25582,,0.675564
BULLET,NNCG,BULLET,BULLET,1,0,0.04,0.089049,,0.490595
BULLET,NNCG,BULLET,BULLET,0,0,0.04,1.44031,,0.608584
BULLET,MLCPPGS,BULLET,BULLET,1,0,0.04,0.0455853,,1.4198
BULLET,MLCPPGS,BULLET,BULLET,0,0,0.04,1.26975,,3.29263
BULLET,MLCPDANTZIG,BULLET,BULLET,1,0,0.04,0.0863979,,4.99186
BULLET,MLCPDANTZIG,BULLET,BULLET,0,0,0.04,1.25635,,12.2216
ODE,STANDARD,ODE,ODE,1,0,0.04,0.026819,,0.987053
ODE,STANDARD,ODE,ODE,0,0,0.04,3.69762,,6.48995
ODE,QUICK,ODE,ODE,1,0,0.04,0.0272165,,0.606224
ODE,QUICK,ODE,ODE,0,0,0.04,1.75598,,0.682094
MUJOCO,PGS,MUJOCO,EULER,0,0,0.04,2.57327,,3.69506
MUJOCO,CG,MUJOCO,EULER,0,0,0.04,2.57363,,3.07075
MUJOCO,NEWTON,MUJOCO,EULER,0,0,0.04,2.57335,,63.3498
RAI,RAI,RAI,RAI,1,0,0.1,1.03764,,0.0890861
RAI,RAI,RAI,RAI,0,0,0.1,11.8455,,0.0810628
BULLET,SEQUENCEIMPULSE,BULLET,BULLET,1,0,0.1,0.745017,,0.262588
BULLET,SEQUENCEIMPULSE,BULLET,BULLET,0,0,0.1,14.2235,,0.388157
BULLET,NNCG,BULLET,BULLET,1,0,0.1,0.730192,,0.200708
BULLET,NNCG,BULLET,BULLET,0,0,0.1,17.2256,,0.328421
BULLET,MLCPPGS,BULLET,BULLET,1,0,0.1,0.750962,,0.846901
BULLET,MLCPPGS,BULLET,BULLET,0,0,0.1,14.1349,,2.58522
BULLET,MLCPDANTZIG,BULLET,BULLET,1,0,0.1,0.716284,,3.38523
BULLET,MLCPDANTZIG,BULLET,BULLET,0,0,0.1,14.2372,,2.8219
ODE,STANDARD,ODE,ODE,1,0,0.1,0.363678,,0.977067
ODE,STANDARD,ODE,ODE,0,0,0.1,49.4226,,0.211616
ODE,QUICK,ODE,ODE,1,0,0.1,0.401584,,0.246317
ODE,QUICK,ODE,ODE,0,0,0.1,18.7731,,0.252191
MUJOCO,PGS,MUJOCO,EULER,0,0,0.1,8.00475,,4.87362
MUJOCO,CG,MUJOCO,EULER,0,0,0.1,8.01929,,2.47631
MUJOCO,NEWTON,MUJOCO,EULER,0,0,0.1,8.0187,,150.732
DART,DANTZIG,BULLET,DART,0,0,0.1,3.49252e+07,,6.08507
DART,PGS,BULLET,DART,0,0,0.1,3.49252e+07,,7.69503
MUJOCO,CG,MUJOCO,RK4,0,0,0.0001,0.00754179,,567.526
MUJOCO,PGS,MUJOCO,RK4,0,0,0.0004,0.0261662,,201.797
MUJOCO,CG,MUJOCO,RK4,0,0,0.0004,0.026166,,163.824
MUJOCO,NEWTON,MUJOCO,RK4,0,0,0.0004,0.0261665,,363.329
MUJOCO,PGS,MUJOCO,RK4,0,0,0.001,0.0634066,,80.0762
MUJOCO,CG,MUJOCO,RK4,0,0,0.001,0.0634008,,62.4659
MUJOCO,NEWTON,MUJOCO,RK4,0,0,0.001,0.0634028,,155.457
MUJOCO,PGS,MUJOCO,RK4,0,0,0.004,0.249634,,22.0192
MUJOCO,CG,MUJOCO,RK4,0,0,0.004,0.249636,,18.7931
MUJOCO,NEWTON,MUJOCO,RK4,0,0,0.004,0.249635,,58.3712
MUJOCO,PGS,MUJOCO,RK4,0,0,0.01,0.622067,,9.02584
MUJOCO,CG,MUJOCO,RK4,0,0,0.01,0.622067,,10.2655
MUJOCO,NEWTON,MUJOCO,RK4,0,0,0.01,0.622066,,25.6329
MUJOCO,PGS,MUJOCO,RK4,0,0,0.04,2.57327,,3.66773
MUJOCO,CG,MUJOCO,RK4,0,0,0.04,2.57363,,3.20007
MUJOCO,NEWTON,MUJOCO,RK4,0,0,0.04,2.57335,,59.4514
MUJOCO,PGS,MUJOCO,RK4,0,0,0.1,8.00475,,4.93714
MUJOCO,CG,MUJOCO,RK4,0,0,0.1,8.01929,,2.45827
MUJOCO,NEWTON,MUJOCO,RK4,0,0,0.1,8.0187,,148.353
