BULLET,MLCPDANTZIG,BULLET,BULLET,1,1,0.004,0.000228875,1.51276e+09,2.39738
BULLET,MLCPDANTZIG,BULLET,BULLET,0,1,0.004,0.000150641,1.54822e+07,5.95522
BULLET,SEQUENCEIMPULSE,BULLET,BULLET,1,1,0.01,0.00340497,1.66268e+08,1.00169
BULLET,SEQUENCEIMPULSE,BULLET,BULLET,0,1,0.01,0.003005,3.24921e+06,1.11669
BULLET,NNCG,BULLET,BULLET,1,1,0.01,0.00344307,1.68421e+08,0.828876
BULLET,NNCG,BULLET,BULLET,0,1,0.01,0.00298977,3.74992e+06,0.972143
BULLET,MLCPPGS,BULLET,BULLET,1,1,0.01,0.00345108,1.80019e+08,0.892099
BULLET,MLCPPGS,BULLET,BULLET,0,1,0.01,0.00300507,3.25549e+06,1.06898
BULLET,MLCPDANTZIG,BULLET,BULLET,1,1,0.01,0.00343298,1.62317e+08,0.910974
BULLET,MLCPDANTZIG,BULLET,BULLET,0,1,0.01,0.00296241,2.8753e+06,1.16055
BULLET,SEQUENCEIMPULSE,BULLET,BULLET,1,1,0.02,0.0170188,1.7923e+08,0.548942
BULLET,SEQUENCEIMPULSE,BULLET,BULLET,0,1,0.02,0.0165182,5.78887e+07,0.659053
BULLET,NNCG,BULLET,BULLET,1,1,0.02,0.0167617,2.69307e+08,0.48538
BULLET,NNCG,BULLET,BULLET,0,1,0.02,0.0154392,7.54957e+07,0.540462
BULLET,MLCPPGS,BULLET,BULLET,1,1,0.02,0.017059,1.71947e+08,0.545604
BULLET,MLCPPGS,BULLET,BULLET,0,1,0.02,0.0165167,5.78876e+07,0.669918
BULLET,MLCPDANTZIG,BULLET,BULLET,1,1,0.02,0.0169817,1.77638e+08,0.518603
BULLET,MLCPDANTZIG,BULLET,BULLET,0,1,0.02,0.0160163,4.40375e+07,0.654096
