SIM,SOLVER,ERP,DIRECTION,TIMESTEP,BOXVELOCITY,BALLVELOCITY,BOXPOSITION,BALLPOSITION,BOXERROR,BALLERROR,TIME
"DART","DANTZIG",1,0,0.001,0,0,0,0,1.17493823672361e-06,0.440912428763257,2.71897
"DART","DANTZIG",1,0,0.004,0,0,0,0,1.91638526145932e-05,0.442898573589413,0.677487
"DART","DANTZIG",1,0,0.01,0,0,0,0,0.000124879360230654,0.447046635186748,0.621872
"DART","DANTZIG",1,0,0.04,0,0,0,0,0.00241258586950396,0.471904572214227,0.324347
"DART","DANTZIG",1,0,0.1,0,0,0,0,0.193364443252921,1.00258150689568,0.0798575
"DART","PGS",1,0,1e-05,0,0,0,0,1.94926946539944e-06,0.441062272528631,303.135
"DART","PGS",1,0,4e-05,0,0,0,0,1.94166077105727e-06,0.441053899707372,71.806
"DART","PGS",1,0,0.0001,0,0,0,0,1.93025239552804e-06,0.441085694362377,28.7325
"DART","PGS",1,0,0.0004,0,0,0,0,3.28431817660838e-07,0.440628419883433,7.2254
"DART","PGS",1,0,0.001,0,0,0,0,1.1845222368532e-06,0.440900017140878,2.89227
"DART","PGS",1,0,0.004,0,0,0,0,1.93708990000187e-05,0.442852976830886,0.72937
"DART","PGS",1,0,0.01,0,0,0,0,0.00012677625638702,0.446942529426814,0.72322
"DART","PGS",1,0,0.04,0,0,0,0,0.00246098298753041,0.471507172673212,0.390348
"DART","PGS",1,0,0.1,0,0,0,0,0.0384855787408427,0.617980673599908,0.0824259
"MUJOCO","CG",1,0,1e-05,0,0,0,0,0.00332503714839896,0.000723118775666877,38.3135
"MUJOCO","CG",1,0,4e-05,0,0,0,0,0.00307638284238036,0.000584358408271043,13.0162
"MUJOCO","CG",1,0,0.0001,0,0,0,0,0.00336667592901097,0.000751420124287588,6.52237
"MUJOCO","CG",1,0,0.0004,0,0,0,0,0.000698666169406181,0.0012753192520119,1.3416
"MUJOCO","CG",1,0,0.001,0,0,0,0,0.00227363198939027,0.00344166483978765,0.614371
"MUJOCO","CG",1,0,0.004,0,0,0,0,0.00930475783922357,0.012639015799426,0.173692
"MUJOCO","CG",1,0,0.01,0,0,0,0,0.0872131870688802,0.0752290656982883,0.0566894
"MUJOCO","CG",1,0,0.04,0,0,0,0,0.199065311368385,0.176942122482365,0.0191019
"MUJOCO","CG",1,0,0.1,0,0,0,0,0.85562591647776,0.842220509971764,0.00794566
"MUJOCO","NEWTON",1,0,1e-05,0,0,0,0,0.000440573162083744,0.000236644862533578,71.8312
"MUJOCO","NEWTON",1,0,4e-05,0,0,0,0,0.000436726366883531,0.000251339011733669,18.2112
"MUJOCO","NEWTON",1,0,0.0001,0,0,0,0,0.00048403817071076,0.000399985884246758,6.96862
"MUJOCO","NEWTON",1,0,0.0004,0,0,0,0,0.000885967769415339,0.00127857178926565,1.87328
"MUJOCO","NEWTON",1,0,0.001,0,0,0,0,0.00172835749603259,0.00290878939695982,0.806846
"MUJOCO","NEWTON",1,0,0.004,0,0,0,0,0.00930464799897378,0.0126390285990369,0.224907
"MUJOCO","NEWTON",1,0,0.01,0,0,0,0,0.0872122802362094,0.0752295628360573,0.069225
"MUJOCO","NEWTON",1,0,0.04,0,0,0,0,0.199081397713935,0.176956358654369,0.0242317
"MUJOCO","NEWTON",1,0,0.1,0,0,0,0,0.855717862412925,0.842091581864668,0.00994113
"MUJOCO","PGS",1,0,1e-05,0,0,0,0,0.00510089254910631,0.000387527861964249,90.095
"MUJOCO","PGS",1,0,4e-05,0,0,0,0,0.0047294364486779,0.000380761981850648,26.1717
"MUJOCO","PGS",1,0,0.0001,0,0,0,0,0.00475379822949974,0.000575823635530005,11.2049
"MUJOCO","PGS",1,0,0.0004,0,0,0,0,0.00529142453713441,0.00141584296631068,3.15171
"MUJOCO","PGS",1,0,0.001,0,0,0,0,0.00510946242225189,0.00267708433575273,1.26495
"MUJOCO","PGS",1,0,0.004,0,0,0,0,0.0136880711877291,0.0104422606462645,0.303862
"MUJOCO","PGS",1,0,0.01,0,0,0,0,0.0521562698363807,0.0521428401921157,0.0876725
"MUJOCO","PGS",1,0,0.04,0,0,0,0,0.235972238080705,0.184771216565747,0.043729
"MUJOCO","PGS",1,0,0.1,0,0,0,0,1.01241371312388,0.705414650038923,0.0231536
"ODE","QUICK",1,0,1e-05,0,0,0,0,0.172409417749196,0.0161270587954779,56.2953
"ODE","QUICK",1,0,4e-05,0,0,0,0,0.0100621046348826,0.000852816594739672,13.9675
"ODE","QUICK",1,0,0.0001,0,0,0,0,0.00158167563422304,0.000130972803448929,5.40503
"ODE","QUICK",1,0,0.0004,0,0,0,0,9.41786810058943e-05,8.84992439947248e-06,1.49434
"ODE","QUICK",1,0,0.001,0,0,0,0,1.6973274529934e-05,9.01200559228049e-06,0.556172
"ODE","QUICK",1,0,0.004,0,0,0,0,9.51694912719191e-05,0.00013687023894601,0.142882
"ODE","QUICK",1,0,0.01,0,0,0,0,0.000474898025176806,0.000878887313297924,0.057238
"ODE","QUICK",1,0,0.04,0,0,0,0,0.0139866202513718,0.0210544933067955,0.0161667
"ODE","QUICK",1,0,0.1,0,0,0,0,0.110877698207282,0.0979955807842033,0.00714768
"ODE","STANDARD",1,0,1e-05,0,0,0,0,0.448089746562069,0.0394138296804055,144.968
"ODE","STANDARD",1,0,4e-05,0,0,0,0,0.292754955428852,0.0239102933125505,38.1507
"ODE","STANDARD",1,0,0.0001,0,0,0,0,0.244608678427845,0.0199457737499657,14.6867
"ODE","STANDARD",1,0,0.0004,0,0,0,0,0.192912883772431,0.0156834411292927,3.88621
"ODE","STANDARD",1,0,0.001,0,0,0,0,0.140236523376208,0.011335344501231,1.49127
"ODE","STANDARD",1,0,0.004,0,0,0,0,0.579102402368977,0.0574983962665948,0.365278
"ODE","STANDARD",1,0,0.01,0,0,0,0,0.134045397811624,0.0104308297049696,0.159061
"ODE","STANDARD",1,0,0.04,0,0,0,0,1.32353013867542,0.421540346642681,0.0371178
"ODE","STANDARD",1,0,0.1,0,0,0,0,1.19578263878638,0.460467031504496,0.0125128
"RAI","RAI",1,0,1e-05,0,0,0,0,6.01953398279853e-07,9.51797083387345e-08,42.0133
"RAI","RAI",1,0,4e-05,0,0,0,0,5.98431668789292e-07,9.59425042301785e-08,9.87424
"RAI","RAI",1,0,0.0001,0,0,0,0,5.99739588725358e-07,9.53554255433502e-08,4.01948
"RAI","RAI",1,0,0.0004,0,0,0,0,6.13348903986334e-07,1.12711086480173e-07,1.02788
"RAI","RAI",1,0,0.001,0,0,0,0,5.90766685461515e-07,1.46577224499728e-07,0.404901
"RAI","RAI",1,0,0.004,0,0,0,0,5.62036457405001e-07,8.67129113919029e-08,0.103198
"RAI","RAI",1,0,0.01,0,0,0,0,4.58673086548499e-07,3.76666010974421e-08,0.0416329
"RAI","RAI",1,0,0.04,0,0,0,0,4.50762425813224e-07,3.98017683374656e-08,0.0118966
"RAI","RAI",1,0,0.1,0,0,0,0,4.38446684726272e-07,5.01944103006151e-08,0.00421154
"BULLET","MLCPDANTZIG",1,1,1e-05,0,0,0,0,0.151214160773124,0.0144124205847282,168.353
"BULLET","MLCPDANTZIG",1,1,4e-05,0,0,0,0,0.00959528043512904,0.000816040870090982,41.2509
"BULLET","MLCPDANTZIG",1,1,0.0001,0,0,0,0,0.00151015121509988,0.000125242797807145,15.5424
"BULLET","MLCPDANTZIG",1,1,0.0004,0,0,0,0,7.88352894963163e-05,6.54746384278801e-06,3.80213
"BULLET","MLCPDANTZIG",1,1,0.001,0,0,0,0,1.35425812311981e-05,1.94124628429809e-06,1.45675
"BULLET","MLCPDANTZIG",1,1,0.004,0,0,0,0,0.000111630846485581,2.82075881459777e-05,0.363482
"BULLET","MLCPDANTZIG",1,1,0.01,0,0,0,0,0.000802072713277966,0.000186763425616271,0.163291
"BULLET","MLCPDANTZIG",1,1,0.04,0,0,0,0,3.1131500064817e-05,3.7150332362599e-05,0.0425943
"BULLET","MLCPDANTZIG",1,1,0.1,0,0,0,0,0.00217256891537842,0.00124527932773023,0.0157418
"BULLET","MLCPPGS",1,1,1e-05,0,0,0,0,0.151080583291946,0.0144016799628909,350.736
"BULLET","MLCPPGS",1,1,4e-05,0,0,0,0,0.00885868794503331,0.000755051802753056,88.7121
"BULLET","MLCPPGS",1,1,0.0001,0,0,0,0,0.00138964310831749,0.000115321040546022,35.2637
"BULLET","MLCPPGS",1,1,0.0004,0,0,0,0,7.84833432000884e-05,6.51272659099947e-06,9.21541
"BULLET","MLCPPGS",1,1,0.001,0,0,0,0,7.88464284800325e-06,1.48076435091098e-06,3.5066
"BULLET","MLCPPGS",1,1,0.004,0,0,0,0,0.00014935631906925,2.28766674840308e-05,0.853323
"BULLET","MLCPPGS",1,1,0.01,0,0,0,0,0.000610409494028181,0.000198843552057746,0.370107
"BULLET","MLCPPGS",1,1,0.04,0,0,0,0,0.0112261391796617,0.000924401352223541,0.0875983
"BULLET","MLCPPGS",1,1,0.1,0,0,0,0,0.0290572339827037,0.127476871932006,0.0243443
"BULLET","NNCG",1,1,1e-05,0,0,0,0,0.169966640731929,0.0161425675666002,30.6572
"BULLET","NNCG",1,1,4e-05,0,0,0,0,0.0099328081927276,0.000845732373572588,7.54067
"BULLET","NNCG",1,1,0.0001,0,0,0,0,0.0015624008210753,0.000129629169094416,3.0841
"BULLET","NNCG",1,1,0.0004,0,0,0,0,9.80927592145869e-05,8.15820558017076e-06,0.787794
"BULLET","NNCG",1,1,0.001,0,0,0,0,1.68074458576464e-05,2.34709051116446e-06,0.313375
"BULLET","NNCG",1,1,0.004,0,0,0,0,0.000134258284313909,4.49642931143248e-05,0.0869123
"BULLET","NNCG",1,1,0.01,0,0,0,0,0.00125463023635615,0.000309742611785307,0.0419403
"BULLET","NNCG",1,1,0.04,0,0,0,0,0.0123395441667026,0.00677723903584456,0.0117907
"BULLET","NNCG",1,1,0.1,0,0,0,0,0.273983911092002,0.220383004991923,0.00479575
"BULLET","SEQUENCEIMPULSE",1,1,1e-05,0,0,0,0,0.151072935603722,0.0144011043005705,38.1068
"BULLET","SEQUENCEIMPULSE",1,1,4e-05,0,0,0,0,0.00885380169070721,0.000754661083374466,9.27431
"BULLET","SEQUENCEIMPULSE",1,1,0.0001,0,0,0,0,0.00138964311840686,0.000115321041386928,3.60442
"BULLET","SEQUENCEIMPULSE",1,1,0.0004,0,0,0,0,7.84833424682162e-05,6.51272656379902e-06,0.892154
"BULLET","SEQUENCEIMPULSE",1,1,0.001,0,0,0,0,7.88464277967343e-06,1.48076431760144e-06,0.358813
"BULLET","SEQUENCEIMPULSE",1,1,0.004,0,0,0,0,0.000149375582466556,2.28839509887821e-05,0.0820152
"BULLET","SEQUENCEIMPULSE",1,1,0.01,0,0,0,0,0.000610702458829753,0.000199001243717017,0.0351486
"BULLET","SEQUENCEIMPULSE",1,1,0.04,0,0,0,0,0.0110780407921527,0.000896484083178355,0.00982093
"BULLET","SEQUENCEIMPULSE",1,1,0.1,0,0,0,0,0.0290861573635278,0.0342856612915482,0.00478515
"DART","DANTZIG",1,1,1e-05,0,0,0,0,2.97336657503038,0.242723814100395,275.51
"DART","DANTZIG",1,1,4e-05,0,0,0,0,2.97328851551305,0.24271744109533,67.6038
"DART","DANTZIG",1,1,0.0001,0,0,0,0,2.97328106447257,0.242716830567823,26.0448
"DART","DANTZIG",1,1,0.0004,0,0,0,0,2.97294648656003,0.242689511576845,6.50711
"DART","DANTZIG",1,1,0.001,0,0,0,0,2.97227738264287,0.242634887486039,2.67531
"DART","DANTZIG",1,1,0.004,0,0,0,0,2.96893286804117,0.242361838596407,0.680333
"DART","DANTZIG",1,1,0.01,0,0,0,0,2.96224885864379,0.241816094627259,0.260951
"DART","DANTZIG",1,1,0.04,0,0,0,0,2.92892921103709,0.239095308300478,0.0659467
"DART","DANTZIG",1,1,0.1,0,0,0,0,2.8627920279406,0.233694690506337,0.0283097
"DART","PGS",1,1,1e-05,0,0,0,0,2.97336656525883,0.242723813043563,288.791
"DART","PGS",1,1,4e-05,0,0,0,0,2.97328850205636,0.242717440296406,70.397
"DART","PGS",1,1,0.0001,0,0,0,0,2.97328100705417,0.242716832782081,27.6324
"DART","PGS",1,1,0.0004,0,0,0,0,2.97294640810228,0.242689552763532,7.16692
"DART","PGS",1,1,0.001,0,0,0,0,2.97227718684699,0.242635174612669,2.86332
"DART","PGS",1,1,0.004,0,0,0,0,2.968932108242,0.242366158629105,0.71265
"DART","PGS",1,1,0.01,0,0,0,0,2.9622472471681,0.241837430938075,0.285674
"DART","PGS",1,1,0.04,0,0,0,0,2.9289278870149,0.239243119136366,0.072589
"DART","PGS",1,1,0.1,0,0,0,0,2.86279619836881,0.234102272904274,0.0312655
"MUJOCO","CG",1,1,1e-05,0,0,0,0,0.00386159435591573,0.000744801437970071,42.3563
"MUJOCO","CG",1,1,4e-05,0,0,0,0,0.00349066178494176,0.000568132549750785,13.0761
"MUJOCO","CG",1,1,0.0001,0,0,0,0,0.00332107371300448,0.000749095553771893,6.48832
"MUJOCO","CG",1,1,0.0004,0,0,0,0,0.00410166216384335,0.00144924723262737,2.1664
"MUJOCO","CG",1,1,0.001,0,0,0,0,0.004857620865,0.0030597258729265,0.976804
"MUJOCO","CG",1,1,0.004,0,0,0,0,0.0138079128228844,0.0118510295865006,0.288334
"MUJOCO","CG",1,1,0.01,0,0,0,0,0.0441196654834236,0.0862103901429938,0.104308
"MUJOCO","CG",1,1,0.04,0,0,0,0,0.281698890112805,0.251439986167567,0.0279074
"MUJOCO","CG",1,1,0.1,0,0,0,0,1.15239427542225,1.06736183521519,0.0106463
"MUJOCO","NEWTON",1,1,1e-05,0,0,0,0,0.00376926239528592,0.000961313025786633,72.2345
"MUJOCO","NEWTON",1,1,4e-05,0,0,0,0,0.00334467582390749,0.000712971401390291,19.3348
"MUJOCO","NEWTON",1,1,0.0001,0,0,0,0,0.00371705808812226,0.000714597144107345,8.51096
"MUJOCO","NEWTON",1,1,0.0004,0,0,0,0,0.0034336772177231,0.00165860977825129,2.49296
"MUJOCO","NEWTON",1,1,0.001,0,0,0,0,0.00498436192230642,0.00364093261911806,1.10232
"MUJOCO","NEWTON",1,1,0.004,0,0,0,0,0.0129474729033913,0.0145388974947381,0.301178
"MUJOCO","NEWTON",1,1,0.01,0,0,0,0,0.0438063243036033,0.0655704165438723,0.0912615
"MUJOCO","NEWTON",1,1,0.04,0,0,0,0,0.281634265998475,0.251461968019477,0.0274251
"MUJOCO","NEWTON",1,1,0.1,0,0,0,0,1.15234285197202,1.06739806218216,0.0104399
"MUJOCO","PGS",1,1,1e-05,0,0,0,0,0.00506701815415599,0.000517285259268676,93.1235
"MUJOCO","PGS",1,1,4e-05,0,0,0,0,0.00495296231825381,0.000503160758526396,26.0392
"MUJOCO","PGS",1,1,0.0001,0,0,0,0,0.00488486814118919,0.000611190244028939,12.4191
"MUJOCO","PGS",1,1,0.0004,0,0,0,0,0.0049150354712267,0.00138163380374222,3.23037
"MUJOCO","PGS",1,1,0.001,0,0,0,0,0.00582602711227612,0.00362455066259649,1.34882
"MUJOCO","PGS",1,1,0.004,0,0,0,0,0.014100057639019,0.0118585935389749,0.332442
"MUJOCO","PGS",1,1,0.01,0,0,0,0,0.0393460100302311,0.0607861994579724,0.0930333
"MUJOCO","PGS",1,1,0.04,0,0,0,0,0.322494268798043,0.220236405664543,0.0433236
"MUJOCO","PGS",1,1,0.1,0,0,0,0,0.962130975143996,0.725278877041897,0.0261734
"ODE","QUICK",1,1,1e-05,0,0,0,0,2.98906896206661,0.246377600736971,52.9974
"ODE","QUICK",1,1,4e-05,0,0,0,0,2.97349942854243,0.242773137351808,13.7573
"ODE","QUICK",1,1,0.0001,0,0,0,0,2.97321486944229,0.242718242407128,5.35028
"ODE","QUICK",1,1,0.0004,0,0,0,0,2.97263195296291,0.242682623027651,1.33807
"ODE","QUICK",1,1,0.001,0,0,0,0,2.97147709771941,0.242628681439378,0.542008
"ODE","QUICK",1,1,0.004,0,0,0,0,2.96603688044855,0.242386130034885,0.136552
"ODE","QUICK",1,1,0.01,0,0,0,0,2.95452754314307,0.242487449655097,0.0571636
"ODE","QUICK",1,1,0.04,0,0,0,0,2.90675403965249,0.248350687553393,0.0162115
"ODE","QUICK",1,1,0.1,0,0,0,0,2.86707080408476,0.37519192842384,0.00707853
"ODE","STANDARD",1,1,4e-05,0,0,0,0,2.97313699988239,0.242757348424048,41.627
"ODE","STANDARD",1,1,0.0001,0,0,0,0,2.97239961050383,0.242684550186237,17.7903
"ODE","STANDARD",1,1,0.0004,0,0,0,0,2.96918437158457,0.242540190854152,5.23457
"ODE","STANDARD",1,1,0.001,0,0,0,0,2.96273297161635,0.242270210970048,1.72703
"ODE","STANDARD",1,1,0.004,0,0,0,0,2.94329629691312,0.241660175968457,0.434405
"ODE","STANDARD",1,1,0.01,0,0,0,0,2.88407564019494,0.238562616153264,0.18697
"ODE","STANDARD",1,1,0.04,0,0,0,0,2.83493499228677,0.24485647356457,0.0331858
"ODE","STANDARD",1,1,0.1,0,0,0,0,2.3565490667578,0.262808189968569,0.0145474
"RAI","RAI",1,1,1e-05,0,0,0,0,4.62527386855766e-07,3.77575289909182e-08,27.2192
"RAI","RAI",1,1,4e-05,0,0,0,0,4.6309860156953e-07,3.78047337063376e-08,6.69953
"RAI","RAI",1,1,0.0001,0,0,0,0,4.63461268886289e-07,3.78354991840332e-08,2.69274
"RAI","RAI",1,1,0.0004,0,0,0,0,4.61127860916991e-07,3.76506679885679e-08,0.663061
"RAI","RAI",1,1,0.001,0,0,0,0,8.94607136731915e-06,7.2073118518783e-07,0.271023
"RAI","RAI",1,1,0.004,0,0,0,0,4.60445342234068e-07,3.77167348128145e-08,0.0650933
"RAI","RAI",1,1,0.01,0,0,0,0,4.59850225012095e-07,3.79108228410941e-08,0.0273022
"RAI","RAI",1,1,0.04,0,0,0,0,4.53508701924053e-07,3.92635772425998e-08,0.00710238
"RAI","RAI",1,1,0.1,0,0,0,0,4.47786240305997e-07,4.3937054456798e-08,0.00292719
